,0,1,2,3,4,5,6,7,url
377,09-08-2022,"Award of Interim Evaluation - Single Building Assessment Pilot, Cladding Remediation Programme",,Reference No:AUG455911,OCID:ocds-r6ebe6-0000688080,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455911
378,09-08-2022,Winter Services for Scottish Enterprise Investment Properties,,Reference No:AUG455910,OCID:ocds-r6ebe6-0000702476,Published By:Scottish Enterprise,Deadline Date:08-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455910
379,09-08-2022,Dumfries and Galloway - Medium Term Contract (MTC) for Insurance Inspections within council premises,,Reference No:AUG455908,OCID:ocds-r6ebe6-0000687797,Published By:Dumfries and Galloway Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455908
380,09-08-2022,Garioch Footway Reinstatement Contract 2021/22,,Reference No:AUG455907,OCID:ocds-r6ebe6-0000695546,Published By:Aberdeenshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455907
381,09-08-2022,PROC 21 1088 - Estates Professional Services (Framework Agreement),,Reference No:AUG455900,OCID:ocds-r6ebe6-0000702829,Published By:Scottish Police Authority,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455900
382,09-08-2022,PROC-21-1316 - Support and Maintenance for Checkpoint Firewalls,,Reference No:AUG455898,OCID:ocds-r6ebe6-0000702865,Published By:Scottish Police Authority,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455898
383,09-08-2022,NHSL332-22 Supply of Patient Weighing Scales Calibration,,Reference No:AUG455896,OCID:ocds-r6ebe6-0000690268,Published By:NHS Lanarkshire,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455896
384,09-08-2022,"Provision of Window Cleaning, Reactive Cleaning & Associated Services (2022-26)",,Reference No:AUG455891,OCID:ocds-r6ebe6-0000699481,Published By:University of Strathclyde,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455891
385,09-08-2022,Ayrshire College Associate Trainers DPS- Gas and Water Quality Training Mini-tender,,Reference No:AUG455890,OCID:ocds-r6ebe6-0000697181,Published By:Ayrshire College,Deadline Date:23-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455890
386,09-08-2022,Design and Build of Pump Track - Annan,,Reference No:AUG455889,OCID:ocds-r6ebe6-0000702885,Published By:Dumfries and Galloway Council,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455889
387,09-08-2022,Additional Kofax Licences via Software Value Added Re-seller Framework,,Reference No:AUG455888,OCID:ocds-r6ebe6-0000702884,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455888
388,09-08-2022,Vessel Enabling Works - Islay Routes,,Reference No:AUG455886,OCID:ocds-r6ebe6-0000702882,Published By:Caledonian Maritime Assets Ltd (Utility),Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455886
389,09-08-2022,Abortion Clinic Vigils or Protests - Research,,Reference No:AUG455885,OCID:ocds-r6ebe6-0000690672,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455885
390,09-08-2022,C001957 -Framework of Providers with relevant expertise in Eating Disorders to provide additional input in resources/training as and when required.,,Reference No:AUG455884,OCID:ocds-r6ebe6-0000702831,Published By:NHS Education for Scotland,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455884
391,09-08-2022,CONSULTANCY AND RESEARCH SUPPORT FOR THE NATIONAL TRAUMA TRAINING PROGRAMME: INVOLVING PEOPLE WITH LIVED EXPERIENCE OF TRAUMA,,Reference No:AUG455882,OCID:ocds-r6ebe6-0000702691,Published By:Scottish Government,Deadline Date:24-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455882
392,09-08-2022,Disabled Adaptions & Enhancements at Bo'ness Library,,Reference No:AUG455880,OCID:ocds-r6ebe6-0000702833,Published By:Falkirk Council,Deadline Date:06-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455880
393,09-08-2022,ScotRail Equality Impact Assessment (EqIA) Dataset,,Reference No:AUG455879,OCID:ocds-r6ebe6-0000702785,Published By:ScotRail Trains Limited (Utilities),Deadline Date:19-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455879
394,09-08-2022,01986 Security Services at SPS College,,Reference No:AUG455875,OCID:ocds-r6ebe6-0000691047,Published By:Scottish Prison Service,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455875
395,09-08-2022,PROC-21-1407 - Renewal of Lansweeper Licences,,Reference No:AUG455873,OCID:ocds-r6ebe6-0000702854,Published By:Scottish Police Authority,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455873
396,09-08-2022,Award of VRS - A941 Spynie Canal Bridge,,Reference No:AUG455872,OCID:ocds-r6ebe6-0000702825,Published By:Moray Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455872
397,09-08-2022,Aberdeen Car Club,,Reference No:AUG455865,OCID:ocds-r6ebe6-0000673294,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455865
398,09-08-2022,Award of Collaborative Intelligence Approach to the BH programme,,Reference No:AUG455861,OCID:ocds-r6ebe6-0000699658,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455861
399,09-08-2022,CFM0094 - Fife Council Insurance Agreements,,Reference No:AUG455860,OCID:ocds-r6ebe6-0000701092,Published By:Fife Council,Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455860
400,09-08-2022,Scenario Modelling,,Reference No:AUG455859,OCID:ocds-r6ebe6-0000702830,Published By:Scottish Futures Trust Limited,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455859
401,08-08-2022,"Award of VRS Repairs - A941 Old Filling Station, Rothes",,Reference No:AUG455850,OCID:ocds-r6ebe6-0000702695,Published By:Moray Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455850
402,08-08-2022,ScotRail Alternative Transport Services,,Reference No:AUG455846,OCID:ocds-r6ebe6-0000702678,Published By:ScotRail Trains Limited (Utilities),Deadline Date:,Notice Type:04 Periodic Indicative Notice (Utilities),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455846
403,08-08-2022,Provision of Dry Docking Facilities for Refit/Maintenance and Associated Services of Marine Vessels,,Reference No:AUG455845,OCID:ocds-r6ebe6-0000702626,Published By:Shetland Islands Council,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455845
404,08-08-2022,Cyber Exercising Project,,Reference No:AUG455844,OCID:ocds-r6ebe6-0000702458,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455844
405,08-08-2022,FMPG - 2022-011 - Painting and Blasting and Scaffold Management,,Reference No:AUG455841,OCID:ocds-r6ebe6-0000702581,Published By:Ferguson Marine (Port Glasgow) Ltd,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455841
406,08-08-2022,"Kitchen Replacement, various schemes, Isle of North Uist and Benbecula (37 properties)",,Reference No:AUG455840,OCID:ocds-r6ebe6-0000702794,Published By:Hebridean Housing Partnership Ltd,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455840
407,08-08-2022,The Supply of Switches,,Reference No:AUG455839,OCID:ocds-r6ebe6-0000702801,Published By:Renfrewshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455839
408,08-08-2022,Shipyard Review of Productivity and Potential Improvements Study,,Reference No:AUG455838,OCID:ocds-r6ebe6-0000694949,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455838
409,08-08-2022,"BA Childhood Practice, Cohort September 2022",,Reference No:AUG455836,OCID:ocds-r6ebe6-0000702487,Published By:North Lanarkshire Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455836
410,08-08-2022,"Provision of Iworld Revs and Bens, NDR and BIDS Licence, Support and Maintenance Services",,Reference No:AUG455835,OCID:ocds-r6ebe6-0000702795,Published By:Renfrewshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455835
411,08-08-2022,Accelerator Programme,,Reference No:AUG455834,OCID:ocds-r6ebe6-0000702786,Published By:Perth & Kinross Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455834
412,08-08-2022,Provision of Info@Work,,Reference No:AUG455832,OCID:ocds-r6ebe6-0000702792,Published By:Renfrewshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455832
413,08-08-2022,Award of Mini Competition for the Supply and Delivery of Roofing Materials under Lot 9 of the SXL...,,Reference No:AUG455831,OCID:ocds-r6ebe6-0000696166,Published By:Dundee City Council,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455831
414,08-08-2022,BOOK DISTRIBUTION,,Reference No:AUG455820,OCID:ocds-r6ebe6-0000702611,Published By:Historic Environment Scotland,Deadline Date:07-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455820
415,08-08-2022,Regent Gardens and Union Street Redesign,,Reference No:AUG455818,OCID:ocds-r6ebe6-0000702689,Published By:East Dunbartonshire Council,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455818
416,08-08-2022,Annan Academy Electrical Rewire Phase 5,,Reference No:AUG455816,OCID:ocds-r6ebe6-0000702751,Published By:Dumfries and Galloway Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455816
417,08-08-2022,Buchanan Bus Station Water Supplies Improvement Works – Design Consultancy,,Reference No:AUG455815,OCID:ocds-r6ebe6-0000701690,Published By:Strathclyde Partnership for Transport,Deadline Date:23-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455815
418,08-08-2022,Chlorine Dioxide (Domestic Water) Dosing Plant Maintenance,,Reference No:AUG455805,OCID:ocds-r6ebe6-0000677240,Published By:NHS Greater Glasgow and Clyde,Deadline Date:,Notice Type:03 Contract Award Notice - Incomplete Procedure,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455805
419,08-08-2022,Reservoir Maintenance 22 - 23,,Reference No:AUG455804,OCID:ocds-r6ebe6-0000702218,Published By:Angus Council,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455804
420,08-08-2022,PGSCC - Multi-Disciplinary Design Team,,Reference No:AUG455795,OCID:ocds-r6ebe6-0000666155,Published By:Renfrewshire Council,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455795
421,08-08-2022,Harlaw Transport Depot Birdnetting Works,,Reference No:AUG455789,OCID:ocds-r6ebe6-0000702744,Published By:Aberdeenshire Council,Deadline Date:29-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455789
422,08-08-2022,Provision of Housekeeping Staff for Eye Centre Outpatient Clinics and Eye Centre Theatres,,Reference No:AUG455783,OCID:ocds-r6ebe6-0000675476,Published By:NHS Golden Jubilee,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455783
